KAN_CODE,CLS_NM_1,CLS_NM_2,CLS_NM_3,CLS_NM_4
02030204,신선식품,수산물,해산물/어패류,낙지
02030205,신선식품,수산물,해산물/어패류,문어
02030206,신선식품,수산물,해산물/어패류,쭈꾸미
02030207,신선식품,수산물,해산물/어패류,조개
02030208,신선식품,수산물,해산물/어패류,오징어
02030209,신선식품,수산물,해산물/어패류,게
02030210,신선식품,수산물,해산물/어패류,킹크랩
02030211,신선식품,수산물,해산물/어패류,바다가재
02030212,신선식품,수산물,해산물/어패류,굴
02030213,신선식품,수산물,해산물/어패류,꼬막
02030214,신선식품,수산물,해산물/어패류,홍합
02030215,신선식품,수산물,해산물/어패류,멍게
02030216,신선식품,수산물,해산물/어패류,해삼
02030217,신선식품,수산물,해산물/어패류,날치알
02030218,신선식품,수산물,해산물/어패류,어란
02030299,신선식품,수산물,해산물/어패류,기타해산물
02039999,신선식품,수산물,기타수산물,기타수산물
02880101,신선식품,신선식품세트류,신선식품세트류,과실류세트
02880102,신선식품,신선식품세트류,신선식품세트류,버섯류세트
02880103,신선식품,신선식품세트류,신선식품세트류,농산물세트
02880104,신선식품,신선식품세트류,신선식품세트류,축산물세트
02880105,신선식품,신선식품세트류,신선식품세트류,수산물세트
02880199,신선식품,신선식품세트류,신선식품세트류,기타신선식품세트류
02999999,신선식품,기타신선식품,기타신선식품,기타신선식품
03010101,일상용품,위생용품,구강위생용품,치약
03010102,일상용품,위생용품,구강위생용품,칫솔
03010104,일상용품,위생용품,구강위생용품,구강보조용품
03010105,일상용품,위생용품,구강위생용품,구강청정제
03010106,일상용품,위생용품,구강위생용품,틀니용제재
03010108,일상용품,위생용품,구강위생용품,구강세척기
03010199,일상용품,위생용품,구강위생용품,기타구강위생용품
03010201,일상용품,위생용품,면도위생용품,면도기
03010202,일상용품,위생용품,면도위생용품,면도날
03010299,일상용품,위생용품,면도위생용품,기타면도위생용품
03010301,일상용품,위생용품,화장지,각티슈
03010302,일상용품,위생용품,화장지,냅킨
03010303,일상용품,위생용품,화장지,롤화장지
03010304,일상용품,위생용품,화장지,물티슈
03010305,일상용품,위생용품,화장지,여행티슈
03010306,일상용품,위생용품,화장지,키친타월
03010307,일상용품,위생용품,화장지,화장지세트
03010308,일상용품,위생용품,화장지,화장지케이스
03010399,일상용품,위생용품,화장지,기타화장지
03010401,일상용품,위생용품,영유아위생용품,영유아용구강용품
03010402,일상용품,위생용품,영유아위생용품,영유아용목욕용품
03010403,일상용품,위생용품,영유아위생용품,국내기저귀
03010404,일상용품,위생용품,영유아위생용품,기능성기저귀(땅콩기저귀)
03010405,일상용품,위생용품,영유아위생용품,기능성기저귀(수영장기저귀)
03010406,일상용품,위생용품,영유아위생용품,수입기저귀
03010407,일상용품,위생용품,영유아위생용품,젖병세정제
03010499,일상용품,위생용품,영유아위생용품,기타영유아위생용품
03018801,일상용품,위생용품,위생용품세트류,구강위생용품세트류
03018899,일상용품,위생용품,위생용품세트류,기타위생용품세트류
03019999,일상용품,위생용품,기타위생용품,기타위생용품
03020101,일상용품,일용잡화,살충/방충제,살충제
03020102,일상용품,일용잡화,살충/방충제,방충제
03020103,일상용품,일용잡화,살충/방충제,모기퇴치용품
03020104,일상용품,일용잡화,살충/방충제,바퀴벌레퇴치용품
03020199,일상용품,일용잡화,살충/방충제,기타살충/방충제
03029999,일상용품,일용잡화,기타일용잡화,기타일용잡화
03030101,일상용품,애완용품,강아지 간식,개껌
03030102,일상용품,애완용품,강아지 간식,동결/건조간식
03030103,일상용품,애완용품,강아지 간식,비스킷/시리얼/쿠키
03030104,일상용품,애완용품,강아지 간식,사사미
03030105,일상용품,애완용품,강아지 간식,수제간식
03030106,일상용품,애완용품,강아지 간식,음료
03030107,일상용품,애완용품,강아지 간식,저키/스틱
03030108,일상용품,애완용품,강아지 간식,캔/파우치
03030109,일상용품,애완용품,강아지 간식,통살/소시지
03030201,일상용품,애완용품,강아지 건강/관리용품,눈/귀 관리용품
03030202,일상용품,애완용품,강아지 건강/관리용품,영양제
03030203,일상용품,애완용품,강아지 건강/관리용품,유산균
03030204,일상용품,애완용품,강아지 건강/관리용품,치약
03030205,일상용품,애완용품,강아지 건강/관리용품,칫솔
03030299,일상용품,애완용품,강아지 건강/관리용품,기타 강아지 건강/관리용품
03030301,일상용품,애완용품,강아지 계단/스텝,계단/스텝
03030401,일상용품,애완용품,강아지 미용/목욕,브러시/빗
03030402,일상용품,애완용품,강아지 미용/목욕,샴푸/린스/비누
03030403,일상용품,애완용품,강아지 미용/목욕,에센스/향수
03030404,일상용품,애완용품,강아지 미용/목욕,강아지이미용가위
03030499,일상용품,애완용품,강아지 미용/목욕,강아지 미용/목욕 기타용품
03030501,일상용품,애완용품,강아지 배변용품,기저귀/팬티
03030502,일상용품,애완용품,강아지 배변용품,물티슈/크리너
03030503,일상용품,애완용품,강아지 배변용품,배변봉투/집게
03030504,일상용품,애완용품,강아지 배변용품,배변패드
03030599,일상용품,애완용품,강아지 배변용품,기타 강아지 배변용품
03030601,일상용품,애완용품,강아지 사료,건식사료
03030602,일상용품,애완용품,강아지 사료,분유/우유
03030603,일상용품,애완용품,강아지 사료,소프트사료
03030604,일상용품,애완용품,강아지 사료,수제사료
03030605,일상용품,애완용품,강아지 사료,캔사료
03030701,일상용품,애완용품,강아지 장난감/훈련,공/원반
03030702,일상용품,애완용품,강아지 장난감/훈련,노즈워크
03030703,일상용품,애완용품,강아지 장난감/훈련,장난감/토이
03030704,일상용품,애완용품,강아지 장난감/훈련,훈련용품
03030801,일상용품,애완용품,고양이 간식,동결/건조간식
03030802,일상용품,애완용품,고양이 간식,비스킷/시리얼/쿠키
03030803,일상용품,애완용품,고양이 간식,사사미
03030804,일상용품,애완용품,고양이 간식,수제간식
03030805,일상용품,애완용품,고양이 간식,음료
03030806,일상용품,애완용품,고양이 간식,저키/스틱
03030807,일상용품,애완용품,고양이 간식,캔/파우치
03030808,일상용품,애완용품,고양이 간식,캣닢/캣그라스
03030809,일상용품,애완용품,고양이 간식,통살/소시지
03030901,일상용품,애완용품,고양이 건강/관리용품,구강관리용품
03030902,일상용품,애완용품,고양이 건강/관리용품,영양제
03030903,일상용품,애완용품,고양이 건강/관리용품,유산균
03030999,일상용품,애완용품,고양이 건강/관리용품,기타 고양이 건강/관리용품
03031001,일상용품,애완용품,고양이 미용/목욕,브러시/빗
03031002,일상용품,애완용품,고양이 미용/목욕,샴푸/린스/비누
03031003,일상용품,애완용품,고양이 미용/목욕,에센스/향수
03031099,일상용품,애완용품,고양이 미용/목욕,기타 고양이 미용/목욕용품
03031101,일상용품,애완용품,고양이 배변용품,거름망형화장실
03031102,일상용품,애완용품,고양이 배변용품,배변패드
03031103,일상용품,애완용품,고양이 배변용품,응고형모래
03031104,일상용품,애완용품,고양이 배변용품,평판형화장실
03031105,일상용품,애완용품,고양이 배변용품,후드형화장실
03031106,일상용품,애완용품,고양이 배변용품,흡수형모래
03031199,일상용품,애완용품,고양이 배변용품,기타 고양이 배변용품
03031201,일상용품,애완용품,고양이 사료,건식사료
03031202,일상용품,애완용품,고양이 사료,분유/우유
03031203,일상용품,애완용품,고양이 사료,수제사료
03031204,일상용품,애완용품,고양이 사료,캔사료
03031205,일상용품,애완용품,고양이 사료,파우치사료
03031301,일상용품,애완용품,고양이 장난감,낚시/막대
03031302,일상용품,애완용품,고양이 장난감,레이저/자동
03031303,일상용품,애완용품,고양이 장난감,스크래쳐
03031304,일상용품,애완용품,고양이 장난감,터널/주머니
03031305,일상용품,애완용품,고양이 장난감,토이/쿠션/공
03031401,일상용품,애완용품,고양이 쉼터,캣타워
03031501,일상용품,애완용품,애완 식기/급수기,급수기/물병
03031502,일상용품,애완용품,애완 식기/급수기,사료통/사료스푼
03031503,일상용품,애완용품,애완 식기/급수기,식기/식탁
03031504,일상용품,애완용품,애완 식기/급수기,자동급식기
03031505,일상용품,애완용품,애완 식기/급수기,정수기/필터
03031601,일상용품,애완용품,애완 안전문/울타리,안전문
03031602,일상용품,애완용품,애완 안전문/울타리,울타리
03031701,일상용품,애완용품,애완 야외용품,가슴줄
03031702,일상용품,애완용품,애완 야외용품,리드줄
03031703,일상용품,애완용품,애완 야외용품,목걸이/인식표
03031704,일상용품,애완용품,애완 야외용품,목줄
03031801,일상용품,애완용품,애완 캐리어/유모차,유모차
03031802,일상용품,애완용품,애완 캐리어/유모차,카시트
03031803,일상용품,애완용품,애완 캐리어/유모차,캐리어
03031901,일상용품,애완용품,애완 쿠션/하우스,매트
03031902,일상용품,애완용품,애완 쿠션/하우스,쿠션/방석
03031903,일상용품,애완용품,애완 쿠션/하우스,하우스
03032001,일상용품,애완용품,애완 패션용품,기타의류
03032002,일상용품,애완용품,애완 패션용품,악세서리
03032003,일상용품,애완용품,애완 패션용품,올인원/원피스
03032004,일상용품,애완용품,애완 패션용품,티셔츠
03032005,일상용품,애완용품,애완 패션용품,패딩/아우터
03032101,일상용품,애완용품,기타애완용품,기타애완식품
03032199,일상용품,애완용품,기타애완용품,기타애완용품
03040101,일상용품,자동차용품,정비/안전용품,타이어
03040102,일상용품,자동차용품,정비/안전용품,휠
03040103,일상용품,자동차용품,정비/안전용품,스노우체인
03040104,일상용품,자동차용품,정비/안전용품,윤활제
03040105,일상용품,자동차용품,정비/안전용품,접착용품
03040106,일상용품,자동차용품,정비/안전용품,경고용품
